,profiling/Time taken: GRPOTrainer.transformers.generate,_step,_runtime,_timestamp,train/global_step,profiling/Time taken: GRPOTrainer._get_per_token_logps_and_entropies,profiling/Time taken: GRPOTrainer.compute_loss,profiling/Time taken: GRPOTrainer.reward_format,profiling/Time taken: GRPOTrainer._prepare_inputs,profiling/Time taken: GRPOTrainer._calculate_rewards,profiling/Time taken: GRPOTrainer.reward_seen_test,profiling/Time taken: GRPOTrainer.reward_cot_monitor,profiling/Time taken: GRPOTrainer.reward_unseen_tests,train/entropy,train/clip_ratio/region_mean,train/completions/mean_terminated_length,train/clip_ratio/high_max,train/rewards/reward_unseen_tests/std,train/reward,train/num_tokens,train/rewards/reward_seen_test/std,train/rewards/reward_seen_test/mean,train/rewards/reward_cot_monitor/mean,train/rewards/reward_cot_monitor/std,train/completions/min_terminated_length,train/loss,train/rewards/reward_format/mean,train/grad_norm,train/completions/min_length,train/clip_ratio/low_min,train/learning_rate,train/clip_ratio/low_mean,train/completions/mean_length,train/epoch,train/frac_reward_zero_std,train/completions/max_terminated_length,train/completions/clipped_ratio,train/clip_ratio/high_mean,train/reward_std,train/rewards/reward_unseen_tests/mean,train/rewards/reward_format/std,train/completions/max_length,code_results
131,,1091,12962.40696773,1764193199.5622787,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/code_results_1091_fbe165e84bd7df38e2cc.table.json', 'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'size': 1052497, '_latest_artifact_path': 'wandb-client-artifact://8r64gn7b6jziln46pg24grp6n7k6y8qqetcl4wnd6rpjlf3fhg9nypds8unbp2z1pm0huv4mhu9xg60n62iv1cz8fktmefb69c4rhk8cbhs12nwn7ltiqa9rlyxsf7su:latest/code_results.table.json', 'artifact_path': 'wandb-client-artifact://kx26t26vmqu8dl1nfgqgzc8w84oswa7faon0akaa19bw49mdapl1el2a9ngma9hju7l5s7qmuvq1fw7xcgjcl3o9k7alm8o29lx6jafit9g0iiuezwklicdczrzu7b5w/code_results.table.json', 'nrows': 400, 'ncols': 13}"
132,,1093,13024.753320571,1764193261.9086719,61,,,0.0016139913350343704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,1103,13118.750502434,1764193355.9059894,61,,0.8013950381428003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,62.69487101584673,1106,13184.217009726,1764193421.3720596,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,1107,13184.236196363,1764193421.3914902,62,,,0.0017137117683887482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,1118,13335.75649012,1764193572.911695,63,,,,,,,,,0.37382879853248596,0.0,493.86669921875,0.0,0.4770435690879822,1.375,1297484.0,0.504016101360321,0.4375,0.90625,1.766340732574463,192.0,0.1029,0.9375,0.21001248061656952,192.0,0.0,5e-06,0.0,527.0,1.125,0.25,881.0,0.0625,0.0,0.4435684084892273,0.421875,0.24593468010425568,1024.0,
137,,1125,13463.500190292,1764193700.6556516,63,,,,,63.580403639003634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,1133,13469.454777415,1764193706.6102848,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ncols': 13, 'size': 1052497, '_latest_artifact_path': 'wandb-client-artifact://x5ipdho65tmqerk1dzhlraeohrsvgyda5oh9168uoa5h02hgzcothx6c8e4d9g70wjy8gizxur42be380noi7467826y3xftwzkf9h5kdnvzov5foy1ek4pygig98t4o:latest/code_results.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://n2rns0a2354cah91b1kskxjyz26xybubl8n18gmohm3rax5txuxkaiyy1hbuoblwdk8eu5cnlfsw7iqi7f8avtfh27hfon7qcx2b7dlao22aogxl5a4dqi7aw4vmaamy/code_results.table.json', 'log_mode': 'IMMUTABLE', 'path': 'media/table/code_results_1133_fbe165e84bd7df38e2cc.table.json', 'nrows': 400, 'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a'}"
139,,1145,13635.330164861,1764193872.485523,64,,0.8353083748370409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,1164,14002.906146937,1764194240.0610583,66,,,,,,56.14579039439559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,1165,14002.908980199,1764194240.0640075,66,,,,,,,,0.0016924813389778137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,1172,14005.209074935,1764194242.3643286,66,0.29435427486896515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,1181,14250.661167918,1764194487.8167264,67,,,,,198.01921014674008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,1186,14252.679579168,1764194489.8348746,67,0.2572344057261944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,1197,14443.785771378,1764194680.9410012,68,0.40247070230543613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,1198,14444.251922734,1764194681.4072082,68,,0.8689344376325607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,1213,14575.822223624,1764194812.9774168,69,,,,5.09992241859436e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,1215,14576.640178757,1764194813.795537,69,,0.8175155818462372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,1222,14748.095111039,1764194985.250397,70,,,,,,,0.0007806010544300079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,1226,14748.960313203,1764194986.115693,70,,0.8552180342376232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,1230,14752.933263328,1764194990.0884602,71,,,,,,,,,0.40283530950546265,0.0,424.5483703613281,0.0,0.45097339153289795,1.34375,1452436.0,0.49186936020851135,0.375,0.625,1.263635277748108,224.0,0.0651,0.96875,0.2586624026298523,224.0,0.0,5e-06,0.0,443.28125,1.2678571428571428,0.25,679.0,0.03125,0.0,0.38466876745224,0.328125,0.1767766922712326,1024.0,
152,,1234,14932.917934708,1764195170.0729513,71,,,,,,116.8572474103421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,1245,14938.704242975,1764195175.8596735,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://d49wkly87v7g2i4zqf6zqjmey0s9dz8xrlj6hbihj32mvz8foo7juru7x41tmh04fk91er21gjhatlk2nhd1v3ho1p2oiqpmyscrykuzh0jrul6sydjjq2z4qivo7p58/code_results.table.json', 'ncols': 13, 'path': 'media/table/code_results_1245_fbe165e84bd7df38e2cc.table.json', 'log_mode': 'IMMUTABLE', 'nrows': 400, 'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a', '_type': 'table-file', 'size': 1052497, '_latest_artifact_path': 'wandb-client-artifact://1xtg6ocau6pdlxu4n8wxwjbg28vip3errjaua5bvi8e20dpkzb4exp315qy0l2k5hg9eudkfqs5nv1cwiujd64sfq0016hxmh3d8macm5t0jjoyk3xgeqoabfdc6pz1u:latest/code_results.table.json'}"
154,,1254,15111.01160989,1764195348.1669304,72,,0.5079148914664984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,1271,15342.750998604,1764195579.9063563,73,,0.8290022742003202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,1299,15691.374064281,1764195928.5295904,75,,0.6522834878414869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,1339,16216.689500117,1764196453.8449132,78,,,,4.04752790927887e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,1340,16217.066053856,1764196454.2213545,78,0.3758157677948475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,1349,16473.441864355,1764196710.597393,79,,,,,190.73605734482408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,1353,16475.859535324,1764196713.0147307,79,,,,7.752329111099243e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,1363,16554.206169848,1764196791.3617303,80,,,,,11.842882668599486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,1365,16554.584245188,1764196791.7391481,80,0.37145561166107655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,1370,16558.984062605,1764196796.137455,81,,,,,,,,,0.32240375876426697,0.0,600.1304321289062,0.0,0.0883883461356163,0.71875,1645489.0,0.0,0.0,0.0,0.0,259.0,0.1054,0.71875,0.14999650418758392,259.0,0.0,5e-06,0.0,719.34375,1.4464285714285714,0.5,1023.0,0.28125,0.0,0.27900636196136475,0.015625,0.45680341124534607,1024.0,
164,,1380,16718.347769173,1764196955.5031602,81,,0.8092472665011883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,1381,16719.81282561,1764196956.9682024,81,,,,4.410743713378906e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,1388,16916.59542982,1764197153.7503972,82,,,,,,130.0994864385575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,1389,16916.598060502,1764197153.7532022,82,,,,,,,,0.001624932512640953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,1395,16919.354285696,1764197156.509423,82,,,,6.549060344696045e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,1397,16920.274506018,1764197157.4298074,82,,0.9195741321891546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,1399,16923.256844259,1764197160.4122202,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'path': 'media/table/code_results_1399_fbe165e84bd7df38e2cc.table.json', 'size': 1052497, 'nrows': 400, '_latest_artifact_path': 'wandb-client-artifact://w5u8glnpq5irkzb6x4r2ze41y0z6joskmbz27ck91u2ohy25huj5o3yyo73t8l0442wqpuhxr0hjywqcmkm8ucr3lyfjzn5p2lz41jchzep9kvo3cepcc1eiaz9sn6d1:latest/code_results.table.json', 'ncols': 13, 'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://c95vq0bh61zijux70a49ffoe8749nuqse9g5r25hab3544p413hq43xwxltra41nppgnaw2lsvl7k6cgagdv3luuu6zw25lbakqrwuulgfv63147y0jvnyjbxa1lityq/code_results.table.json'}"
171,,1401,16986.040838922,1764197223.1939292,83,,,0.001661861315369606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,1405,17047.411820432,1764197284.5674114,83,,,,,61.3752682544291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,1425,17146.619614479,1764197383.7750225,84,,0.4700864106416702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,1432,17375.061325738,1764197612.2166615,85,,,,,,,0.0007710028439760208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,1433,17375.062223389,1764197612.2175741,85,,,,,179.80596567317843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,1447,17544.260461513,1764197781.4157248,86,,,,,111.51235967688262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,1452,17546.786801496,1764197783.9417667,86,0.3284069839864969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,1455,17549.819761861,1764197786.9750762,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ncols': 13, 'log_mode': 'IMMUTABLE', 'size': 1052497, '_latest_artifact_path': 'wandb-client-artifact://yns0cfu1fy8bvwbt2o0ddva07wjk95bbb3e3wvcc1hzil1gg4ahihrjv2v4kmidu8u5979q927c6o28n1p5av7msgaxn4p0uqh7ghf10apho6bcfop4xwwoutz18762q:latest/code_results.table.json', 'nrows': 400, 'path': 'media/table/code_results_1455_fbe165e84bd7df38e2cc.table.json', 'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://sm0c381q6q3tekwkiintijrsst7pbnjzjbqyis89tupiuovwqjraxwnvw1ddsup13p45d420rgpmfulh8846fq81upms5fvg4hzbxt6bv7cjf2oxvb51gbzktpx06y7b/code_results.table.json'}"
179,62.15649894438684,1456,17612.033942776,1764197849.1885486,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,1457,17612.053455983,1764197849.2088137,87,,,0.0017092600464820862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,1488,18165.392908248,1764198402.5483327,89,,,,,,,0.0005537401884794235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,1514,18546.745922658,1764198783.9007902,91,,,,,,81.67534147575498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,1519,18547.140991603,1764198784.296341,91,0.38747062906622887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,1521,18549.182084133,1764198786.3370457,91,,,,7.1302056312561035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,1523,18550.013120257,1764198787.1685195,91,,0.8304610829800367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,1524,18551.603566584,1764198788.7589712,92,,,,,,,,,0.39111578464508057,0.0,469.137939453125,0.0,0.46851471066474915,1.21875,1852382.0,0.4709290862083435,0.3125,0.28125,0.7718588709831238,265.0,0.1533,0.90625,0.20907960832118988,265.0,0.0,5e-06,0.0,521.15625,1.6428571428571428,0.375,743.0,0.09375,0.0,0.3696783781051636,0.328125,0.2961445748806,1024.0,
187,,1525,18552.762671135,1764198789.9182308,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 400, 'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a', 'size': 1052497, '_type': 'table-file', 'path': 'media/table/code_results_1525_fbe165e84bd7df38e2cc.table.json', 'artifact_path': 'wandb-client-artifact://36a63z97ppt8g7he6ty65jbvqz114vkm7r5i15prf3cyu8oyzmo40nssafka6v9hqlnafear7mbd4xvcq2tlvog0vs64g4xgrenyyor6bqbw3fa8eliw1dp1p4q8vhm4/code_results.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 13, '_latest_artifact_path': 'wandb-client-artifact://uv0i2az8b5pvvcshe5atv8r3o8t0iyudg8byjp7wt055efaz5pwtg8lv54p21k2j9sd4om2zf4bd0gpaiq1yyeqppxfz374fzsduecshf3qt9unff4j7j8lrxjqaoaqv:latest/code_results.table.json'}"
188,,1527,18615.412574591,1764198852.5680873,92,,,0.0017263516783714294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,1529,18670.045564215,1764198907.2010946,92,,,,,,,,0.0007627625018358231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,1534,18670.881551914,1764198908.0370207,92,,0.8298325520008802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,1536,18672.754795947,1764198909.91011,92,0.35014838352799416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,1543,18766.606827164,1764199003.7623723,93,,,,,,,,0.0007631517946720123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,1545,18766.607930045,1764199003.7634397,93,,,,,28.090283796191216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,1546,18766.612638759,1764199003.768221,93,,,,90.72092051617801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,1558,18915.895313975,1764199153.0507622,94,,,,,,,0.0007255300879478455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,1559,18915.896131945,1764199153.0515838,94,,,,,97.59662850387394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,1563,18917.703942512,1764199154.8591297,94,,,,4.950910806655884e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,1566,18919.47876176,1764199156.6339855,95,,,,,,,,,0.4031776934862137,0.0,412.90625,0.0,0.45348116755485535,1.34375,1908513.0,0.4825586974620819,0.34375,0.46875,1.0155048370361328,273.0,0.0146,1.0,0.19664309918880463,273.0,0.0,5e-06,0.0,412.90625,1.6964285714285714,0.625,741.0,0.0,0.0,0.1875,0.4375,0.0,741.0,
199,,1588,19195.088947114,1764199432.2442496,96,,,,122.72813073731959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,1589,19195.480349845,1764199432.6354892,96,0.39038076996803284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,1597,19263.910544382,1764199501.065932,97,,,0.001530580222606659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,1607,19318.476381377,1764199555.6317751,97,,0.8430354334414005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,1609,19321.234606933,1764199558.389909,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a', 'artifact_path': 'wandb-client-artifact://lqcfygxpmajwtc0twrr34noeskd0xguif5rku4r8wt5mtllvq8vcjyetg7xg1re1uwbmt28k0d7sy4p0n09eu9f8zaknloibs2rr4x89jejww7mulf6omrjf7wmkhxyi/code_results.table.json', 'ncols': 13, 'nrows': 400, 'path': 'media/table/code_results_1609_fbe165e84bd7df38e2cc.table.json', 'size': 1052497, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://htykjgr4e4fe3t5e7edo2aqlw39cltl9f8l0rr05f3b9nw7sfoyfd74y43x5zu7k1f94m3lcspba2e6a97ihju52ox8lh00aa9c1cybckgzwqpxbrklvezwzp635jz2t:latest/code_results.table.json', '_type': 'table-file'}"
204,43.58767468482256,1610,19364.881535766,1764199602.036628,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,1612,19461.770218301,1764199698.9253044,98,,,,,,96.87086414732039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,1626,19643.499127352,1764199880.654424,99,,,,,,114.82197822444141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,59.232404835522175,1638,19708.560813652,1764199945.715734,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,1648,19755.285163218,1764199992.4406424,100,,,0.0007747802883386612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,59.95341149717569,1656,19866.848256171,1764200104.0031724,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,1687,20332.444724447,1764200569.6001902,100,,,,,,,0.0002517402172088623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,1706,20542.573336385,1764200779.7287388,100,,,,,70.73374691605568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,1732,20944.341168287,1764201181.4966247,100,,,,,,,0.0004913490265607834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,1745,21020.890254838,1764201258.0457218,100,,0.5557318031787872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,1753,21140.091527175,1764201377.2467155,100,0.15781341679394245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,1754,21140.280032509,1764201377.4353952,100,,0.3467581793665886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,1762,21269.054779058,1764201506.2103539,100,,,,,60.431043861433864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,1765,21269.876836795,1764201507.0308647,100,,0.8152843192219734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,1768,21272.160460436,1764201509.3158429,100,,0.7951045837253332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,1777,21432.977696081,1764201670.1331415,101,,,,158.13753990456462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,1805,21838.250865447,1764202075.4064605,103,,,,192.51935259997845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,1818,22017.987396092,1764202255.1428401,104,,,,,111.36865324527025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,1823,22020.780401397,1764202257.935637,104,0.3623579051345587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,1851,22353.229677549,1764202590.3849683,106,0.3641719464212656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,1856,22396.514358976,1764202633.669586,107,,,0.001411832869052887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,1868,22464.779041578,1764202701.9343362,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ncols': 13, 'nrows': 600, 'sha256': 'a6a7778765ab4e1ee78a636bf6ad54be3919c537c02fcf803d0bdf2b5a9d4a27', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'path': 'media/table/code_results_1868_a6a7778765ab4e1ee78a.table.json', 'size': 1559886, '_latest_artifact_path': 'wandb-client-artifact://ykh2ld9753az5q865s0i2qhkzl5g2p11f2iia7sfywx4pmzinqqhplofroza0pczbp1uv4ad96bqzzp4lkvgy0a8cgfye4f6gmrmrnapowvw5mmjv1q9ymejr2fy69s7:latest/code_results.table.json', 'artifact_path': 'wandb-client-artifact://gq14a3dah169oqhfpb4gk80xm9g93m0f4tg6fpj8ypkxsrlddkr02c3v5uj4spmt64bs57cl0pat5616izqxx1yb19djlmd8o2qzl7b4xhjac3hulcstqkkvnfoduvt3/code_results.table.json'}"
226,,1873,22594.526233168,1764202831.6815922,108,,,,,,,0.0007828306406736374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,1876,22594.880368697,1764202832.03557,108,0.3437224067747593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,1877,22595.316069887,1764202832.4714746,108,,0.7798811793327332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,1886,22717.321429495,1764202954.4767644,109,,,,,,,,0.0013638287782669067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,1895,22721.347871147,1764202958.5030646,110,,,,,,,,,0.3781800717115402,0.0,452.875,0.0,0.4399413466453552,1.25,2182945.0,0.4399413466453552,0.25,0.25,0.8032193183898926,279.0,-0.0048,1.0,0.12856194376945496,279.0,0.0,5e-06,0.0,452.875,1.9642857142857144,0.75,842.0,0.0,0.0,0.125,0.25,0.0,842.0,
231,,1903,22851.766295411,1764203088.9217079,110,,,,129.15975591912866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,1906,22854.104824491,1764203091.2599318,110,,,,6.839632987976074e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,1918,22980.128239903,1764203217.2833695,111,0.3752168193459511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,1920,22982.106308988,1764203219.2616327,111,,,,6.329268217086792e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,1930,23117.880843364,1764203355.0359766,112,,,,,68.89570661261678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,1945,23266.617246013,1764203503.772812,113,,,,142.67589558288455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,1950,23269.609072733,1764203506.7646265,113,,0.7658575680106878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,1959,23478.600229329,1764203715.7558024,114,,,,206.3342091999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,1971,23642.826060907,1764203879.9814796,115,,,,,,,0.0007706023752689362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,1973,23642.837085476,1764203879.992447,115,,,,158.2466509435326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,1985,23824.491464452,1764204061.6468844,116,,,,,,,0.0007778424769639969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,1991,23826.7932768,1764204063.9484935,116,0.290282741189003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,2001,23991.536299728,1764204228.691724,117,,,,161.80217266269028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,2002,23991.788050488,1764204228.9432633,117,0.25062294863164425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,2007,23994.531533141,1764204231.6866684,118,,,,,,,,,0.40728428959846497,0.0,358.0,0.0,0.459827721118927,1.375,2320743.0,0.49186936020851135,0.375,0.4375,0.9136068224906921,202.0,-0.0416,1.0,0.24669121205806732,202.0,0.0,5e-06,0.0,358.0,2.107142857142857,0.5,619.0,0.0,0.0,0.25,0.421875,0.0,619.0,
246,,2016,24172.759339639,1764204409.9139698,118,0.38371478393673897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,2019,24175.128238595,1764204412.2834234,118,0.3574864435940981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,2024,24240.906571709,1764204478.0618978,119,,,0.0015408601611852646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,2027,24394.285567657,1764204631.4409626,119,,,,,,,0.0008179303258657455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,2029,24394.296083997,1764204631.4515405,119,,,,215.91721414588392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,2034,24397.458435704,1764204634.6134465,119,,0.8060781788080931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,2045,24511.878740648,1764204749.0341158,120,,0.824064027518034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,50.36817176267505,2051,24567.318339865,1764204804.4734104,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,2052,24567.337585712,1764204804.4911914,121,,,0.0014477726072072983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,2054,24685.600379366,1764204922.7557135,121,,,,,,,,0.0009639915078878403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,62.984789960086346,2065,24753.770062116,1764204990.9252667,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,2070,24866.641360699,1764205103.796938,122,,,,,112.85542736761272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,2076,24869.776928423,1764205106.9324677,122,,0.8009501006454229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,63.09243865124881,2093,25126.521719905,1764205363.6769757,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,2094,25126.540814711,1764205363.6954515,124,,,0.001600012183189392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,2117,25481.196257828,1764205718.3514283,125,0.35450491681694984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
